Name,Latitude,Longitude,Address,City,Post Code,Phone,Opening Times,,,,,,,,,,,,,,,
Cabot Circus,51.4581535,-2.5845962,Glass House,Bristol,BS1 3BX,0117 9529360,"Mon: 10:00 - 20:00, Tue: 10:00 - 20:00, Wed: 10:00 - 20:00, Thu: 10:00 - 20:00, Fri: 10:00 - 20:00, Sat: 10:00 - 20:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Cadbury World,52.4295885,-1.9309797,Linden Road,Bourneville,B20 3LU,0844 8807667,"Mon: 10:00 - 15:00, Tue: 10:00 - 15:00, Wed: 10:00 - 15:00, Thu: 10:00 - 15:00, Fri: 10:00 - 15:00, Sat: 10:00 - 16:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
Calderstones Park,53.3854722,-2.8972349,Menlove Avenue,Liverpool,L18 3JD,0151 2333001,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Cambridge House,51.480869,-0.0939393,1 Addington Square,Camberwell,SE5 0HF,0207 3587000,"Mon: 09:00 - 22:00, Tue: 09:00 - 22:00, Wed: 09:00 - 22:00, Thu: 09:00 - 22:00, Fri: 09:00 - 22:00, Sat: 09:30 - 17:00, Sun: 09:30 - 15:00",,,,,,,,,,,,,,,
Cambridge Shop Mobility,52.2048252,0.1192248,Grand Arcade Car Park,Cambridge,CB2 3QJ,0122 3457452,"Mon: 10:00 - 16:00, Tue: 10:00 - 16:00, Wed: 10:00 - 16:00, Thu: 10:00 - 16:00, Fri: 10:00 - 16:00, Sat: 10:00 - 16:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Camden Society (The),51.5498309,-0.1441603,60 Holmes Road,London,NW5 3AQ,0208 9831394,"Mon: 09:00 - 17:30, Tue: 09:00 - 17:30, Wed: 09:00 - 17:30, Thu: 09:00 - 17:30, Fri: 09:00 - 17:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Camel Trail,50.5177966,-4.8381654,Foundation Building,Wadebridge,PL27 7AL,0300 1234202,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Camperdown Country Park,56.4813868,-3.0416475,Coupar Angus Road,Dundee,DD2 4TF,0138 2431811,"Mon: 08:00 - 19:00, Tue: 08:00 - 19:00, Wed: 08:00 - 19:00, Thu: 08:00 - 19:00, Fri: 08:00 - 19:00, Sat: 08:00 - 19:00, Sun: 08:00 - 19:00",,,,,,,,,,,,,,,
Capability Scotland Head Office,55.9464435,-3.247974,11 Ellersly Road,Edinburgh,EH12 6HY,0131 3379876,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Car Haven Public toilets,52.5712086,-0.2415652,"St, Peter's Road",Peterborough,PE1 1HG,0173 3747474,"Mon: 08:00 - 18:30, Tue: 08:00 - 18:30, Wed: 08:00 - 18:30, Thu: 08:00 - 18:30, Fri: 08:00 - 18:30, Sat: 08:00 - 18:30, Sun: 09:30 - 16:30",,,,,,,,,,,,,,,
Glasgow Clyde College,55.8406305,-4.336962,Cardonald Campus,Glasgow,G52 3AY,0141 2723300,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Carlisle Business Centre,53.8055729,-1.7718967,60 Carlisle Road,Bradford,BD8 8BD,0127 4223203,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Carlisle YMCA (Shaddon Gateway),54.8922406,-2.9454173,Shaddongate,Carlisle,CA2 5TY,0122 8510036,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Carlton Road Day Centre,51.5009046,-0.2625227,8-10 Carlton Road,London,W4 5DY,0208 9957186,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
South lanarkshire Lifestyles Carluke,55.7336664,-3.8336899,Carnwrath Road,Carluke,ML8 4DF,0155 5770308,"Mon: 09:00 - 21:00, Tue: 09:00 - 21:00, Wed: 09:00 - 21:00, Thu: 09:00 - 21:00, Fri: 09:00 - 21:00, Sat: 09:00 - 21:00, Sun: 09:00 - 21:00",,,,,,,,,,,,,,,
Carnegie Leisure Centre,56.0740844,-3.4605476,46 Pilmuir street,Dunfermline,KY12 0QE,0138 3602304,"Mon: 06:00 - 21:30, Tue: 06:00 - 21:30, Wed: 06:00 - 21:30, Thu: 06:00 - 21:30, Fri: 06:00 - 21:30, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Carter Lane Day Centre,53.2036365,-1.2167467,Carter Lane,Shirebrook,NG20 8PE,"0016 537404
","Mon: 08:45 - 16:10, Tue: 08:45 - 16:10, Wed: 08:45 - 16:10, Thu: 08:45 - 16:10, Fri: 08:45 - 16:10, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cartrefi Cymru,51.8580158,-4.312431,18 Water Street,Carmarthen,SA31 1PY,0126 7266911,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Castle House,54.2845155,-0.3992543,Elders Street,Scarborough,YO11 1DZ,0845 0349564,"Mon: 08:30 - 16:00, Tue: 08:30 - 16:00, Wed: 08:30 - 16:00, Thu: 08:30 - 16:00, Fri: 08:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cat Nab Saltburn,54.5833843,-0.9678275,Saltburn Bank,Saltburn,TS12 1DP,,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: 08:00 - 18:00, Sun: 08:00 - 18:00",,,,,,,,,,,,,,,
Cauwood Day Centre,54.1400843,-0.7882858,Old Malton Road,Malton,YO17 7EY,0165 3696588,"Mon: 08:30 - 16:00, Tue: 08:30 - 16:00, Wed: 08:30 - 16:00, Thu: 08:30 - 16:00, Fri: 08:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cedarwood Day Service,57.6398815,-3.3161705,Edgar Road,Elgin,IV30 6VQ,0134 3542023,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Centre 404,51.5535087,-0.1224851,404 Camden Road,London,N7 0SJ,0207 6078762,"Mon: 09:30 - 17:00, Tue: 09:30 - 17:00, Wed: 09:30 - 17:00, Thu: 09:30 - 17:00, Fri: 09:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Centre:MK Shopping Centre,52.0425963,-0.7580111,24 Silbury Arcade Central,Milton Keynes,MK9 3ES,0190 8398100,"Mon: 09:30 - 20:00, Tue: 09:30 - 20:00, Wed: 09:30 - 20:00, Thu: 09:30 - 20:00, Fri: 09:30 - 20:00, Sat: 09:00 - 19:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Ceredigion County Council,52.4078097,-4.0697495,Canolfan Rheidol Rhodfa Padarn,Aberystwyth,SY23 3UE,0197 0633005,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Chalkwell Shelter,51.537342,0.6764826,Westcliffe on Sea,Southend,SS0 8JH,0017 215006<,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Braintree Mencap,51.8802017,0.5536434,Charles Leek House,Braintree,CM7 9DB,0137 6326302,"Mon: 09:30 - 16:00, Tue: 09:30 - 16:00, Wed: 09:30 - 16:00, Thu: 09:30 - 16:00, Fri: 09:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Chelmsley Wood Shopping Centre,52.4803057,-1.7396321,33 Maple Walk,Birmingham,B37 5TS,0121 7701775,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cherwell Valley MOTO,51.9499232,-1.1988005,Junction 10,M40,OX27 7RD,0186 9346060,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Chessington World of Adventures Resort,51.3474333,-0.3145416,Leatherhead Road,Chessington,KT9 2NE,0871 6634477,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Chester City Centre - Frodsham Street,53.1925199,-2.8885621,Frodsham Street,Chester,CH1 3JJ,0300 1238123,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Chester Zoo,53.2266182,-2.8888556,Caughall Road,Chester,CH2 1LH,0124 4380280,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Chesterfield FC Community Trust,53.2531071,-1.4262847,"The Hub, Proact Stadium",Chesterfield,S41 8NZ,0124 6264030,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 08:00 - 21:00, Sun: 08:00 - 21:00",,,,,,,,,,,,,,,
Chevin Forest Park,53.8976755,-1.6938232,Johnny Lane,Otley,LS21 3JL,0194 3465023,"Mon: 10:00 - 14:00, Tue: Contact for Information, Wed: 10:00 - 14:00, Thu: 10:00 - 14:00, Fri: 10:00 - 14:00, Sat: 11:00 - 15:00, Sun: 11:00 - 15:00",,,,,,,,,,,,,,,
Chopsticks (North Yorkshire) Resource Centre,54.3505952,-1.4403533,Endeavour House,Northallerton,DL6 2NA,0160 9761661,"Mon: 09:00 - 15:30, Tue: 09:00 - 15:30, Wed: 09:00 - 15:30, Thu: 09:00 - 15:30, Fri: 09:00 - 15:30, Sat: 08:30 - 16:00, Sun: 08:30 - 16:00",,,,,,,,,,,,,,,
Chorley and South Ribble District Hospital,53.6650715,-2.6323118,Preston Road,Chorley,PR7 1PP,0125 7261222,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Chorley Borough Council,53.6105752,-2.6052638,Market Street,Chorley,PR7 1DP,0125 7515151,"Mon: 08:45 - 17:00, Tue: 08:45 - 17:00, Wed: 08:45 - 17:00, Thu: 08:45 - 17:00, Fri: 08:45 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Chowdene Children's Centre,54.9203874,-1.5887896,Waverley Road,Gateshead,NE9 7TU,0191 4335050,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Church Street Car Park,52.670673,-0.729705,Church Street,"Oakham,",LE15 6AA,,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
City Hall,51.5049202,-0.0785759,The Queen's Walk,London,SE1 2AA,0207 9834000,"Mon: 08:30 - 18:00, Tue: 08:30 - 18:00, Wed: 08:30 - 18:00, Thu: 08:30 - 18:00, Fri: 08:30 - 17:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
City Library,54.9745439,-1.6103076,New Bridge Street West,Newcastle upon Tyne,NE1 8AX,0191 2774167,"Mon: 08:30 - 20:00, Tue: 08:30 - 20:00, Wed: 08:30 - 20:00, Thu: 08:30 - 20:00, Fri: 08:30 - 17:30, Sat: 08:30 - 17:30, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
City Park,53.7921951,-1.7554479,Hall Ings,Bradford,BD1 1HY,,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 09:30 - 18:30, Sun: 09:30 - 18:00",,,,,,,,,,,,,,,
Clacton on Sea Changing Places,51.7823177,1.1440246,West Greensward,Clacton on Sea,CO15 1XB,0125 5686969,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cliffe House (Facility 1),53.5810434,-1.7101827,140 Lane Head Road,Huddersfield,HD8 8DB,0148 4222720,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cobbold Road Public Convenience,51.9640733,1.3501969,Crescent Road Car Park,Felixstowe,IP11 7BX,0139 4383789,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Codsall Leisure Centre,52.6301332,-2.1888836,Elliots Lane,Codsall,WV8 1PG,0190 2844032,"Mon: 08:30 - 21:30, Tue: 08:30 - 21:30, Wed: 08:30 - 21:30, Thu: 08:30 - 21:30, Fri: 08:30 - 21:30, Sat: 09:00 - 17:30, Sun: 09:00 - 17:30",,,,,,,,,,,,,,,
Coffee House,51.7231633,-2.5344324,Whitecross Road,Lydney,GL15 5DQ,0751 1835551,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Colburn Community Health Centre,54.3766789,-1.6962013,Catterick Road,Colburn,DL9 4QH,"0017 835660
","Mon: 09:00 - 21:00, Tue: 09:00 - 21:00, Wed: 09:00 - 21:00, Thu: 09:00 - 21:00, Fri: 09:00 - 21:00, Sat: 09:00 - 16:00, Sun: 09:00 - 16:00",,,,,,,,,,,,,,,
Colonnade Public Toilets,50.8172588,-0.1230665,Madeira Drive,Brighton,BN2 1EN,"0012 292929
","Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Community Centre,51.5267317,0.0240063,140 Balaam Street,Plaistow,E13 8RD,0208 5521004,"Mon: 09:30 - 17:00, Tue: 09:30 - 17:00, Wed: 09:30 - 17:00, Thu: 09:30 - 17:00, Fri: 09:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Community Kitchen Building - Occombe Farm,50.4568775,-3.5906862,Preston Down Road,Paignton,TQ3 1RN,0180 3696243,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:30, Sat: 08:30 - 16:30, Sun: 08:30 - 16:30",,,,,,,,,,,,,,,
Connect (Wyre Forest),52.3890199,-2.2476788,10-12 Blackwell Street,Kidderminster,DY10 2DP,0156 2829700,"Mon: 10:30 - 16:00, Tue: 10:30 - 16:00, Wed: 10:30 - 16:00, Thu: 10:30 - 16:00, Fri: 10:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Corbett Centre,57.4892203,-4.2387943,Coronation Park,Inverness,IV3 8AD,0146 3729282,"Mon: 09:00 - 16:30, Tue: 09:00 - 16:30, Wed: 09:00 - 16:30, Thu: 09:00 - 16:30, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Corby East Midlands International Swimming Pool,52.4879357,-0.7056388,Parkland Gateway,Corby,NN17 1QB,0153 6464643,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cornerstone,51.6074307,-1.2399554,25 Station Road,Didcot,OX11 7NE,0123 5515144,"Mon: 10:00 - 21:00, Tue: 10:00 - 21:00, Wed: 10:00 - 21:00, Thu: 10:00 - 21:00, Fri: 10:00 - 21:00, Sat: 10:00 - 21:00, Sun: 11:00 - 16:00",,,,,,,,,,,,,,,
Cornerstone (The),54.0482408,-2.7969595,Sulyard Street,Lancashire,LA1 1PX,0152 4846509,"Mon: 10:00 - 15:00, Tue: 10:00 - 15:00, Wed: 10:00 - 15:00, Thu: 10:00 - 15:00, Fri: 10:00 - 15:00, Sat: 10:00 - 15:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Coronation Drive,54.6694898,-1.1909529,Seaton Carew,Hartlepool,TS25 1XN,,"Mon: 08:00 - 22:00, Tue: 08:00 - 22:00, Wed: 08:00 - 22:00, Thu: 08:00 - 22:00, Fri: 08:00 - 22:00, Sat: 08:00 - 22:00, Sun: 08:00 - 22:00",,,,,,,,,,,,,,,
Corris Craft Centre,52.6546094,-3.8503522,Machynlleth,Powys,SY20 9RF,0165 4761584,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
County Hall - Isle of Wight,50.7006641,-1.2905612,County Hall,Isle of Wight,PO30 1UD,0198 3821000,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
County Hall Trowbridge,51.3175332,-2.210082,Bythesea Road,Trowbridge,BA14 8JN,0122 5713000,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Coventry Central Library,52.4090821,-1.5132511,Smithford Way,Coventry,CV1 1FY,"0024 32314

","Mon: 09:00 - 19:30, Tue: 09:00 - 19:30, Wed: 09:00 - 19:30, Thu: 09:00 - 19:30, Fri: 09:00 - 19:30, Sat: 09:00 - 16:00, Sun: 09:00 - 16:00",,,,,,,,,,,,,,,
Cowbridge Leisure Centre,51.4641794,-3.4539288,The Broadshoard,Cowbridge,CF71 7DA,0144 6775533,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 07:00 - 22:00, Sun: 07:00 - 22:00",,,,,,,,,,,,,,,
Craven College,53.9639093,-2.0363757,Gargrave Road,Skipton,BD23 1US,0175 6791411,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Craven District Council,53.9596923,-2.0238,1 Belle View Square,Skipton,BD23 1FJ,0175 6700600,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Crewe Lyceum Theatre,53.0992203,-2.4398138,Lyceum Square,Crewe,CW1 2BZ,0300 1230055,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cricketfield Road Car Park Toilets,50.5318225,-3.6077086,Cricketfield Road Car Park,Newton Abbot,TQ12 2AS,,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cromford Wharf,53.1093564,-1.5546003,Mill Road,Cromford,DE4 3RQ,0162 9533190,"Mon: 07:30 - 21:30, Tue: 07:30 - 21:30, Wed: 07:30 - 21:30, Thu: 07:30 - 21:30, Fri: 07:30 - 21:30, Sat: 07:30 - 21:30, Sun: 07:30 - 21:30",,,,,,,,,,,,,,,
Crosshouse Area Centre,55.611227,-4.5485914,1 Annadale Gardens,Crosshouse,KA2 0LE,0156 3503290,"Mon: 08:30 - 18:00, Tue: 08:30 - 18:00, Wed: 08:30 - 18:00, Thu: 08:30 - 18:00, Fri: 08:30 - 18:00, Sat: 09:30 - 13:30, Sun: Contact for Information",,,,,,,,,,,,,,,
Crow Nest Adventure Playground,53.6872426,-1.6485485,Heckmondwike Road,Dewsbury,WF13 2SG,0192 4325108,"Mon: Contact for Information, Tue: Contact for Information, Wed: 15:30 - 18:00, Thu: 15:30 - 18:00, Fri: 15:30 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Croxteth Hall and Country Park,53.448026,-2.9012332,Croxteth Hall Lane,Liverpool,L11 1EH,0151 2333001,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Crucible Theatre,53.3813635,-1.4671765,55 Norfolk Street,Sheffield,S1 1DA,0114 2495999,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Crystal Leisure Centre,52.4563764,-2.1483321,Bell Street,Stourbridge,DY8 1AE,0138 4812910,"Mon: 07:45 - 20:00, Tue: 07:45 - 20:00, Wed: 07:45 - 20:00, Thu: 07:45 - 20:00, Fri: 07:45 - 21:00, Sat: 07:45 - 18:00, Sun: 07:45 - 18:00",,,,,,,,,,,,,,,
Cumberland Resource Centre,54.5594195,-1.2403885,Chelmsford Road,Middlesbrough,TS5 6PH,0164 2851717,"Mon: 08:30 - 16:00, Tue: 08:30 - 16:00, Wed: 08:30 - 16:00, Thu: 08:30 - 16:00, Fri: 08:30 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cumbernauld Locality Support Service,55.9433603,-3.9975201,152 McGregor Road,Glasgow,G67 1JN,0123 6856170,"Mon: 08:45 - 16:45, Tue: 08:45 - 16:45, Wed: 08:45 - 16:45, Thu: 08:45 - 16:45, Fri: 08:45 - 16:15, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cunningham Hub,51.7436413,-0.3127987,Cell Barnes Lane,St. Albans,AL1 5PX,0172 7841610,"Mon: 08:00 - 16:00, Tue: 08:00 - 16:00, Wed: 08:00 - 16:00, Thu: 08:00 - 16:00, Fri: 08:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Curve,52.6363595,-1.1269262,Rutland Street,Leicester,LE1 1SB,0116 2423560,"Mon: 08:30 - 23:00, Tue: 08:30 - 23:00, Wed: 08:30 - 23:00, Thu: 08:30 - 23:00, Fri: 08:30 - 23:00, Sat: 08:30 - 23:00, Sun: 08:30 - 23:00",,,,,,,,,,,,,,,
Cyclopark,51.4192652,0.3540586,The Tollgate,Gravesend,DA11 7NP,0147 4567145,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Dacorum Day Service,51.7487921,-0.4592534,The Jarman Centre,Hemel Hempsted,HP2 4JW,0144 2255903,"Mon: 09:00 - 15:30, Tue: 09:00 - 15:30, Wed: 09:00 - 15:30, Thu: 09:00 - 15:30, Fri: 09:00 - 15:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Dalkeith Library and Arts Centre,55.8928814,-3.0702388,2 White Hart Street,Dalkeith,EH22 1AE,0131 2713705,"Mon: 09:30 - 20:15, Tue: 13:00 - 20:15, Wed: 09:30 - 13:00, Thu: 09:30 - 20:15, Fri: 09:30 - 17:00, Sat: 09:30 - 13:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Danes Camp Leisure Centre,52.2138362,-0.9111451,Clannell Road,Northampton,NN4 0RX,0160 4837200,"Mon: 06:45 - 10:00, Tue: 06:45 - 10:00, Wed: 06:45 - 10:00, Thu: 06:45 - 10:00, Fri: 06:45 - 10:00, Sat: 07:45 - 19:00, Sun: 07:45 - 19:00",,,,,,,,,,,,,,,
Darlington Memorial Hospital,54.5317527,-1.5646761,Outpatients Entrance B,Darlington,DL3 6HX,0132 5380100,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: 09:00 - 12:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Darton Centre (The),53.5849746,-1.5344243,Huddersfield Road,Darton,S75 5ND,0122 6774621,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Darvel Primary School,55.6131092,-4.2812571,Campbell Street East,Kilmarnock,KA17 0BP,0156 0320257,"Mon: 09:00 - 15:00, Tue: 09:00 - 15:00, Wed: 09:00 - 15:00, Thu: 09:00 - 15:00, Fri: 09:00 - 15:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
